Nombre,Título,Fecha,Rating,Reviews,Tipo
Prudencia,Muy especial experiencia !,Fecha de la visita: noviembre de 2020,40,"Esta especial experiencia gastronómica a sido una sorpresa, tanto por la dedicación en la creación de sus deliciosos platos como por la filosofía de armonía con la naturaleza y el entorno que aplican sus dueños !","Contemporánea, Saludable"
Prudencia,Súper restaurante en un área que hay que visitar,Fecha de la visita: junio de 2019,50,"Me encantó ir a comer a este restaurante, me gustó mucho por dentro, y la comida de 10, es un área que hay que visitar en Bogotá","Contemporánea, Saludable"
Prudencia,Espectacular! La comida es,Fecha de la visita: febrero de 2020,50,"Espectacular! La comida es muy rica, muy bien presentada. Son sabores auténticos colombianos muy bien presentados. El servicio es muy bueno.","Contemporánea, Saludable"
Prudencia,El mejor,Fecha de la visita: febrero de 2020,50,"Excelente carta, sabores equilibrados, ingredientes diferentes. Atención si igual. Sin dudarlo el mejor","Contemporánea, Saludable"
Prudencia,Me encanto!,Fecha de la visita: noviembre de 2019,50,Me habían recomendado ir a este lugar. Definitivamente es un lugar para visitar cuando vayan al centro histórico de la ciudad. El servicio y el lugar son muy especiales y la comida campesina que hacen lo es aun mas.,"Contemporánea, Saludable"
Prudencia,Un lugar unico,Fecha de la visita: noviembre de 2019,50,"Para los amantes a la buena comida, la tranquilidad, al buen gusto en decoración, este es el lugar indicado. Productos locales frescos, servicio atento en español e inglés. Los precios no son baratos pero se ajustan a la calidad del servicio prestado.","Contemporánea, Saludable"
Prudencia,Maravilloso lugar.,Fecha de la visita: noviembre de 2019,50,"Es un lugar hermoso. Han restaurado una casa y es una gran labor. Me encanta el concepto de un menu cerrado, pues es muy sencillo y se nota que todo lo hacen con mucho amor. Felicitaciones al equipo.","Contemporánea, Saludable"
Prudencia,Me encanta este sitio.,Fecha de la visita: octubre de 2019,50,"Ademas de estar ubicados justo en el centro del barrio La Candelaria, tienen un facil acceso desde el resto de la ciudad. El lugar es bellisimo y tienen una comida sencilla pero excelentemente tratada y ejecutada. Me encanto todas las opciones vegetaranas que probe.","Contemporánea, Saludable"
Prudencia,Gran sorpresa !,Fecha de la visita: octubre de 2019,50,Fuimos felices de haber encontrado este lugar. Es una casa republicana restaurada con una gran calidad. Pero es que el restaurante es muy sencillo pero increiblemente delicioso. La atencion tambioen es muy discreta y amable. La comida es de campo pero de varias culturas.,"Contemporánea, Saludable"
Prudencia,Joya en el centro,Fecha de la visita: octubre de 2019,50,Espectacular restaurante en el centro de Bogotá. El menú cambia todas las semanas y cocinan con fuego de leña. El menú de 4 pasos cuesta 22 usd. La atención es excelente.,"Contemporánea, Saludable"
Prudencia,Bello lugar.,Fecha de la visita: septiembre de 2019,50,"Tienen un espacio hermoso que parece no tener cubierta, pues es en cristal. Una comida excelente que si bien su menu es reducido y prestablecido, es sin lugar a dudas una sorpresa a descrubir. Y gran cocteles tambien.","Contemporánea, Saludable"
Prudencia,Magnifico!,Fecha de la visita: octubre de 2019,50,"Es una esplendida casa historica de su barrio, y en la cual supieron desarrollar un buen proyecto. La carta es basada en comida de campo que la hacen con fuego en vivo. Gran equipo laboral, pues se nota que lo hacen con agrado. Chapeau!","Contemporánea, Saludable"
Prudencia,EXCELENTE FUSION,Fecha de la visita: septiembre de 2019,50,"La verdad que es muy grato encontrar en pleno centro de la ciudad, un restaurante con la calidad no sólo de la comida, sino de la atención de sus propietarios y en general, todo el personal que lo atiende.","Contemporánea, Saludable"
Prudencia,Excelente,Fecha de la visita: febrero de 2019,50,"Prudencia es un restaurante en la candelaria ubicado en una hermosa casa que tiene una carta deliciosa, hay dos opciones de menú, una vegetariana, todas son increibles","Contemporánea, Saludable"
Prudencia,Lindo lugar.,Fecha de la visita: octubre de 2019,50,Tienen un menú muy sencillo pero todo esta hecho en casa y es un lugar donde se nota que trabajan con pasión. Es un gran equipo! Comida campesina insuperable y recomiendo reservar.,"Contemporánea, Saludable"
Prudencia,Un sitio muy especial,Fecha de la visita: septiembre de 2019,50,Fue una experiencia espectacular. Desde la comida hasta la atención y el sitio. Vale la pena ir a comer sus platos que son variados pues constantemente cambian la carta. Es un sitio muy especial que vale la pena conocer.,"Contemporánea, Saludable"
Prudencia,Compartir en familia es un placer,Fecha de la visita: septiembre de 2019,50,"El sitio tiene una propuesta de valor centrada en una carta bien elaborada, con productos diferenciados, que hacen de la experiencia un momento diferente. El ambiente es agradable para compartir o celebrar con amigos o familia","Contemporánea, Saludable"
Prudencia,Excelente,Fecha de la visita: septiembre de 2019,50,Excelente restaurante situado en la zona turística de Bogotá Las carnes son muy buenas y el pan con la mantequilla es delicioso. Lo que no nos gusto fue el postre.,"Contemporánea, Saludable"
Prudencia,Un restaurante diferente,Fecha de la visita: octubre de 2018,40,"Los comensales ortodoxos deben pensar en otra opción. Es una exploración de sabores y combinaciones, para gente de mente abierta. La carne está muy bien preparada y los acompañamientos son creaciones de la casa.El pan es único, con identidad y sabor.","Contemporánea, Saludable"
Prudencia,Sorprendente,Fecha de la visita: septiembre de 2019,50,"Todos los platos y las bebidas fueron deliciosos, hay que hacer reserva pero vale la pena. Para tardear el sabado está genial!","Contemporánea, Saludable"
Prudencia,Muy buena opción,Fecha de la visita: septiembre de 2019,50,"Excelente comida, muy diferente, bien preparada, buen ambiente y servicio. Lo recomiendo . Es una combinación de platos típicos con preparaciones muy diferentes","Contemporánea, Saludable"
Prudencia,Muy buena alternativa,Fecha de la visita: junio de 2019,50,Restaurant muy recomendado. Platos con buena presentacion. Hay que hacer reserva para no tener que esperar para sentarse. La atencion es agradable.,"Contemporánea, Saludable"
Prudencia,Perfecta opción,Fecha de la visita: julio de 2019,50,"Distinto, buena atención e innovación gastronómica en la Candelaria, ambiente perfecto para disfrutar con los amigos","Contemporánea, Saludable"
Prudencia,Lindo lugar.,Fecha de la visita: septiembre de 2019,50,"Que buena sorpresa! Nos encanto todo, la comida, muy buen ritmo del proceso del menu, la casa es divina y la atencion fue superb! Muy bien!","Contemporánea, Saludable"
Prudencia,Lo mejor de Bogotá,Fecha de la visita: agosto de 2019,50,"Un lugar bonito, agradable, muy bien atendido, amables en su trato, la comida es insuperable. Realmente nos encantó. Pueden estar en Bogotá sin conocer este lugar.","Contemporánea, Saludable"
Prudencia,Grata sorpresa,Fecha de la visita: agosto de 2019,50,Excelente comida y muy buena atención. El ambiente es descomplicado y agradable. La propuesta de alternar el menú es muy buena.,"Contemporánea, Saludable"
Prudencia,Buen comida,Fecha de la visita: agosto de 2019,40,Muy buen servicio y comida deliciosa recomendado para pasar u. Rato agradable con amigos y la familia,"Contemporánea, Saludable"
Prudencia,Muy buena opción.,Fecha de la visita: julio de 2019,40,"Me gusto, cerca a la plaza Bolivar, el pan es fuera de serie y la comida muy buena, atención calidad y esmerada, tal vez podrian aumentar un poco las porciuones de los platos principales.","Contemporánea, Saludable"
Prudencia,Diferente y delicioso,Fecha de la visita: mayo de 2019,50,"Es un retaurante que tiene un corto menu que cambia cada mes. Es comida de autor, con sabores y mezclas direntes. El cerdo al horno es muy bueno.","Contemporánea, Saludable"
Prudencia,No estuvo mal,Fecha de la visita: julio de 2019,30,"No hay carta, es un menú cerrado del que solo puedes escoger un plato. No nos gustó todo lo que ofrecían.","Contemporánea, Saludable"
Prudencia,Diferente y una rica opcion,Fecha de la visita: julio de 2019,50,Me encanto el diseño y la arquitectura!!! Abierto!! Simple pero hermoso!! La comida. Buena y buena relación calidad/precio!!! El la candelaria una súper opción!!!,"Contemporánea, Saludable"
Prudencia,Espectacular!,Fecha de la visita: julio de 2019,50,Divino el restaurante! Divina la comida. Nos encanto de principio a fin. La soda de la casa es lo máximo! lo amamos de verdad.,"Contemporánea, Saludable"
Prudencia,Un sitio agradable con comida especial,Fecha de la visita: mayo de 2019,50,"Es una experiencia diferente. Un menú que va cambiando, y que ofrece varias opciones. La atención es muy buena.","Contemporánea, Saludable"
Prudencia,muy bueno!!,Fecha de la visita: junio de 2019,50,"a la candelaria le faltaba un restaurante de este nivel, la comida muy buena, productos muy cuidados, bien combinados. de mis preferidos . elprecio para mi esta mas que bien, los vinos no son caros.","Contemporánea, Saludable"
Prudencia,Si y No,Fecha de la visita: junio de 2019,30,El restaurante es acogedor los meseros se esmeran la comida es rica pero todo los sirven en porciones muy pequeñas diría muy pequeñas,"Contemporánea, Saludable"
Prudencia,Magnífica.,Fecha de la visita: junio de 2019,50,Es una lindisima casa y con un equipo maravilloso y una comida igual de grata. Su menú es pequeño porque cambia constantemente. Gran sorpresa.,"Contemporánea, Saludable"
Prudencia,Optima experiencia!,Fecha de la visita: junio de 2019,50,"Es un lugar de un limitado menu, pero de increible calidad. Hemos ido dos veces en una semana, de hecho el menu cambia todos los lunes. Y cada vez fue igual de encantador. El servicio y la ejecucion culinaria son sencillamente maravillosos.","Contemporánea, Saludable"
Prudencia,Sencillo pero muy bueno.,Fecha de la visita: abril de 2019,50,Felicitaciones a todo el equipo. Se nota que hacen un buen grupo y trabajan con el corazon. La comida es decliciosa y el lugar increibile. Volveriamos si vivieramos aca.,"Contemporánea, Saludable"
Prudencia,Buen servicio y buena comida,Fecha de la visita: mayo de 2019,40,Es un espacio muy agradable con un servicio muy bueno. Hacen como una especie de menú donde escoges un plato i lo acompañas con una ensalada y los postres. Nos ha gustado.,"Contemporánea, Saludable"
Prudencia,Muy buen lugar!,Fecha de la visita: mayo de 2019,50,"Es una magnifica opcion, especialmente si estas en el centro de la ciudad. Pues aparte de que esta ubicado afuera de la zona ruidosa, tienen un servicio y comida muiy buenos y un precio ideal..","Contemporánea, Saludable"
Prudencia,comida normal posters pesimos,Fecha de la visita: mayo de 2019,30,la comida en general fuel Buena lo unico Malone fusion los postres que no tenian Nada de Sabor Los precious pues son costosos para la porcion pero de Buena calidad,"Contemporánea, Saludable"
Prudencia,Maravilloso lugar.,Fecha de la visita: marzo de 2019,50,"Es una muy buena experiencia. La comida es de alta calidad, el servicio es muy amable y aunque no es formal, lo es sin pretencion. La casa es divina y queda en el centro historico de la ciudad. Tengan en cuenta hacer reserva!!","Contemporánea, Saludable"
Prudencia,Increíble!,Fecha de la visita: abril de 2019,50,"Un restaurante increíble, bastante bonito y con una carta simple pero contundente, la carne tenía una maduración perfecta, súper recomendado!","Contemporánea, Saludable"
Prudencia,SALI CON HAMBRE,Fecha de la visita: marzo de 2019,40,"Esta rico, pero quedamos con hambre despues de los 4 pasos del menú; el primer y tercer paso muy pequeños, y a mi gusto sin mayor gracia, por otro lado el segundo paso (el fondo) estaba muy rico y buen de tamaño.","Contemporánea, Saludable"
Prudencia,EXQUISITO,Fecha de la visita: marzo de 2019,50,"una opción deliciosa, excelente relación calidad precio. La posibilidad de un menú con varios platos fuertes es muy buena","Contemporánea, Saludable"
Prudencia,Opciones veganas,Fecha de la visita: septiembre de 2018,50,Nos encanto! tiene una gran cantidad de opciones veganas y la combinación de platillos de la región es impresionante definitivamente regresaremos. PD. amamos el jardín,"Contemporánea, Saludable"
Prudencia,Increible,Fecha de la visita: febrero de 2019,50,"Increible, la comida exquisita y la atencion fabulosa. Un poco caro, cuenten que el menu pp vale aprox. 70 cop. Vale la pena","Contemporánea, Saludable"
Prudencia,Cada visita es una experiencia gastronómica y de servicio.,Fecha de la visita: diciembre de 2018,50,"Están haciendo muy buena gestión con el manejo de ingredientes, técnicas y sabores. Cuando vas te sientes como en casa con una muy buena atención y ambiente. Realmente es la mejor opción de cocina en Bogotá.","Contemporánea, Saludable"
Prudencia,Almuerzo,Fecha de la visita: enero de 2019,50,"Sábado 26 de enero.Que buen ambiente y buena adecuación de la vieja casa. La marquesina un lujo. Gran atención durante la llamada de reserva y ya en el lugar. Yo comí un plato de cordero, a lo campesino, muy rico. Para regresar y regresar.","Contemporánea, Saludable"
Prudencia,Lindo lugar y deliciosa comida,Fecha de la visita: febrero de 2019,50,"La comida es muy rica, en cada plato se nota la dedicación y la variedad de técnicas en la preparación, el lugar es muy bello y la atención inmejorable. Muy recomendado","Contemporánea, Saludable"
Prudencia,Oferta creativa original y de calidad,Fecha de la visita: febrero de 2019,50,"El pan casero! Pruebenlo qué cosa más rica con la mantequilla igualmente casera. Los platos en general son de calidad, originales, creativos y de buen sabor. Recomendado por quién quiere viajar con sabores diferentes y de mente abierta!","Contemporánea, Saludable"
Prudencia,Ideal lugar en el centro.,Fecha de la visita: enero de 2019,50,"Tienen una carta muy limitada, pero esto hace que puedan crear maravillosos platos. Es comida de campo, muy buen concepto y el lugar es fantastico, y hasta tienen un patio para esperar si no tienes reserva.","Contemporánea, Saludable"
Prudencia,Comida buena,Fecha de la visita: junio de 2018,40,"Me gustó la comida y la atención también. Fue una buena experiencia, la ensalada me encantó y las salsas son lo máximo.","Contemporánea, Saludable"
Prudencia,Comida deliciosa en un ambiente increíble,Fecha de la visita: diciembre de 2018,50,"El concepto de Prudencia es muy interesante! Cada vez que voy me sorprenden con menús que no me esperaba, con preparaciones al horno de leña inesperados para cualquier paladar. Es una experiencia deliciosa en un ambiente muy especial! Muy recomendado!!!","Contemporánea, Saludable"
Prudencia,Un tesoro en la mitad del centro de Bogotá,Fecha de la visita: diciembre de 2018,50,"La comida es deliciosa. Solo hay que dejarse sorprender por el menú siempre cambiante de Prudencia. El menú consta de entrada, plato fuerte, ensalada y postre. Lo único que hay que adicionar es la bebida. Felicitaciones por tan maravilloso lugar!","Contemporánea, Saludable"
Prudencia,Muy grata sorpresa,Fecha de la visita: diciembre de 2018,50,"Un gran restaurante en el centro historico. La comida es decliciosa y es preparada en lhorno de lena. Felicitaciones, muiy buen trabajo de todo el equipo.","Contemporánea, Saludable"
Prudencia,Buena opción,Fecha de la visita: noviembre de 2018,40,"Sabores exquisitos, presentación impecable, esmerada atención, ambiente único. Es un restaurante que se tiene que visitar al menos una vez en la vida. Quedé gratamente sorprendida! Recomendadisimo.","Contemporánea, Saludable"
Prudencia,COCINA CREATIVA CON SABORES LOCALES,Fecha de la visita: septiembre de 2018,40,Excelente servicio . Porciones adecuadas. Una buena selección de vinos y un ambiente muy agradable. Uan ubicacion en el corazón de la candelaria lo mejor es llegar en taxi,"Contemporánea, Saludable"
Prudencia,Rico pero normal,Fecha de la visita: noviembre de 2018,30,"La comida en sí tiene buen sazón, y las mezclas de sabores son interesantes, pero el precio no justifica la experiencia, esperaba más vivencia. El servicio es excelente, pero no llenó mis expectativas.","Contemporánea, Saludable"
Prudencia,EXCELENTE LUGAR,Fecha de la visita: septiembre de 2018,50,"Muy buena atención, estupenda la comida, ambiente amigable. un lugar definitivamente para volver y recomendar","Contemporánea, Saludable"
Prudencia,Excelente experiencia,Fecha de la visita: marzo de 2018,50,"muy buena en todo sentido, en pleno centro de la ciudad, casa reconstruida con muy buen gusto y diseño","Contemporánea, Saludable"
Prudencia,Señora,Fecha de la visita: agosto de 2018,40,"Muy agradable el ambiente, buen servicio y muy buana la comida, lo disfrutamos con un grupo numeroso de amigos del trabajo!","Contemporánea, Saludable"
Prudencia,Delicioso,Fecha de la visita: octubre de 2017,50,La comida es increíble. El menú toda una sorpresa. La arquitectura del lugar es maravillosa. Un restaurante que vale la pena visitar.,"Contemporánea, Saludable"
Prudencia,Extraordinario!!!,Fecha de la visita: agosto de 2018,50,"Cada vez que venimos salimos absolutamente fascinados. Felicitaciones, es sencillamente excelente !!!’","Contemporánea, Saludable"
Prudencia,Agradable,Fecha de la visita: julio de 2018,40,"Es un sitio muy agradable tienen un unico menu que cambia todas las semanas. La atencion es muy buena y la comida fusion esta bien. El pan hecho ahi es rico, lo recomiendo","Contemporánea, Saludable"
Prudencia,Sabores unicos de las cocinas campesinas del mundo,Fecha de la visita: junio de 2018,50,"De ataque la combinación de sabores, en este restaurante no se repite el menú, cada plato elaborado es exclusivo y su receta es unica. Recomendado","Contemporánea, Saludable"
Prudencia,CUMPLEAÑOS,Fecha de la visita: mayo de 2018,40,Sitio agradable en la zona de la Candelaria en Bogota Con un ambiente cálido y agradable y una experiencia diferente El menu ofrece alternativas diarias diferentes que sorprenden,"Contemporánea, Saludable"
Prudencia,Es un lugar Maravilloso,Fecha de la visita: mayo de 2018,50,La pase muy bien alli. La comida es deliciosa.Algo importante para destacar es la atención del personal pues se preocupan por que el cliente se sienta satisfecho.,"Contemporánea, Saludable"
Prudencia,Comida deliciosa y diferente,Fecha de la visita: mayo de 2018,50,Este restaurante tiene una combinación de sabores única. Muy rico todo lo que probé allá :). Volvería feliz,"Contemporánea, Saludable"
Prudencia,Espectacular,Fecha de la visita: enero de 2018,50,"Me encanto. Definitivamente volvería a comer alla! Que deliciosa mezcla de sabores, además muy buen servicio. Lo recomiendo!","Contemporánea, Saludable"
Prudencia,Fantástico,Fecha de la visita: noviembre de 2017,50,La relación entre el menu y el servicio es fantástico. Absolutamente recomendado. Muchas gracias por hacer de nuestra celebración un día memorable.,"Contemporánea, Saludable"
Prudencia,Sencillamente espectacular,Fecha de la visita: noviembre de 2017,50,Un despertar de sabores en el paladar. 100% recomendado. Un menú de 4 tiempos que te lleva a un viaje gastronómico,"Contemporánea, Saludable"
Prudencia,Simplemente excelente,Fecha de la visita: octubre de 2017,40,La comida es sencillamente excelente y el lugar increíble; es una restauración de lujo con una atención muy profesional.,"Contemporánea, Saludable"
Prudencia,Espectacular,Fecha de la visita: septiembre de 2017,50,"Que sitio tan agradable y bien montado, la atención perfecta! , la decoración , los detalles de cada esquina... La marquesina me encanto, y los platos todo un espectáculo no sólo por el sabor, el aroma y la presentación.","Contemporánea, Saludable"
Prudencia,Espectacular,Fecha de la visita: agosto de 2017,50,"Un sitio maravilloso, menú muy original, comida de gran calidad y mejor servicio. Enhorabuena y sigan así. Repetiré sin duda","Contemporánea, Saludable"
Prudencia,Elegante y con buen gusto,Fecha de la visita: agosto de 2017,50,"Una sorpresa agradable en la que el trato, el servicio y la comida acompañan a una arquitectura y decoración también excelentes. Una carta no muy extensa pero esmerada. Diferente a otras experiencias por Colombia","Contemporánea, Saludable"
Prudencia,Oculto y delicioso,Fecha de la visita: junio de 2017,50,"Ubicado en pleno corazón de la Candelaria, este restaurante sorprende, no solo por su acertada decoración, sino también por la calidad de su comida y el buen servicio. Definitivamente, un tesoro gastronómico del centro de Bogotá.","Contemporánea, Saludable"
Prudencia,Excelente. Tremendos sabores,Fecha de la visita: junio de 2017,50,"Me sorprendieron mucho los sabores. El pollo estaba exquisito, probablemente el mejor pollo que he comido en mi vida. Muy lindo el sitio, la arquitectura y la decoración. Gracias por creer en la Candelaria y felicitaciones!!","Contemporánea, Saludable"
Prudencia,Que decir !! solo cosas buenas los felicito.,Fecha de la visita: mayo de 2017,50,"Como siempre calidad, acogida excelente ,muy buena comida a precios acordes .. y el entorno muy bien decorado ,lo mejor en la candelaria .","Contemporánea, Saludable"
Prudencia,Lo Mejor de Bogota,Fecha de la visita: abril de 2017,50,La comida es increible. Es realmente una experincia de sabores y olores. El servicio es agradable y amigable. Es un lugar para impresionar .,"Contemporánea, Saludable"
Prudencia,Entendí que los sabores también se pueden ver!!,Fecha de la visita: abril de 2017,50,"La delicadeza, la sencillez denotan el profundo esmero en la selección, preparación y presentación de cada ingrediente logrando como resultado platos absolutamente magníficos....es una verdadera experiencia","Contemporánea, Saludable"
Prudencia,Must visit in the Candelaria,Fecha de la visita: febrero de 2017,50,"Un lugar absolutamente delicioso!!! Desde el primer momento el olor, sabor, colores y detalles hacen que tu experiencia sea única. Ya tenemos un nuevo mejor sitio para comer en la Candelaria. Recomendadisimo!","Contemporánea, Saludable"
Prudencia,Interesante sitio. Una carta del mundo muy variada. El servicio muy bueno,Fecha de la visita: septiembre de 2016,50,"Exelente el tema de cada semana un plato campesino diferente de algún país, siempre cambia el menú. Muy rica la comida, es un sitio para repetir.","Contemporánea, Saludable"
Prudencia,Interesante,Fecha de la visita: septiembre de 2016,40,"Una buena opción, vale la pena ir, el pan lo cobran, hay buenos platos y los precios son cómodos, en la Candelaria hay otros restaurantes pero este es bueno, son innovadores, vayan!!","Contemporánea, Saludable"
Prudencia,Luminoso,Fecha de la visita: octubre de 2016,50,"Bello, amable, único, todo un deleite. Opción de calidad en la Candelaria. Aquí se rezan los gozosos. Larga vida!","Contemporánea, Saludable"
